game_id,platform
1387300,Steam
1387320,Steam
1387350,Steam
1387400,Steam
1387410,Steam
1387450,Steam
1386620,Steam
1386650,Steam
1386680,Steam
1386700,Steam
1386710,Steam
1386730,Steam
2737770,Steam
1386780,Steam
1386790,Steam
1386810,Steam
1386890,Steam
1386900,Steam
1386910,Steam
1386940,Steam
1386980,Steam
1386990,Steam
1387000,Steam
1386110,Steam
1386140,Steam
1386160,Steam
1386180,Steam
1386190,Steam
1386200,Steam
1386210,Steam
1386280,Steam
1386310,Steam
1386320,Steam
1386330,Steam
1386340,Steam
1386360,Steam
1386440,Steam
1386460,Steam
1384940,Steam
1386500,Steam
1386510,Steam
1386520,Steam
1386530,Steam
1386560,Steam
1385660,Steam
1385670,Steam
1385680,Steam
1385690,Steam
1385700,Steam
1385730,Steam
1385750,Steam
1385760,Steam
1385780,Steam
1385810,Steam
1385820,Steam
1385830,Steam
1385840,Steam
1385880,Steam
1385920,Steam
1385950,Steam
1385960,Steam
1385990,Steam
1386000,Steam
1386020,Steam
1386040,Steam
1386090,Steam
1385180,Steam
1385190,Steam
1385210,Steam
1385260,Steam
1385320,Steam
1385350,Steam
1385480,Steam
1385500,Steam
1385540,Steam
1385570,Steam
1385590,Steam
1385620,Steam
1385650,Steam
1384680,Steam
1384700,Steam
1384740,Steam
1384760,Steam
1384770,Steam
1384790,Steam
1384820,Steam
1384840,Steam
1384880,Steam
1384890,Steam
1384910,Steam
1384960,Steam
1384990,Steam
1385050,Steam
1385090,Steam
1385100,Steam
1384290,Steam
1384320,Steam
1384330,Steam
1384350,Steam
1384380,Steam
1384390,Steam
1384400,Steam
1384420,Steam
1384440,Steam
1384450,Steam
1384480,Steam
1384490,Steam
1384500,Steam
1384510,Steam
1384530,Steam
1384550,Steam
1384570,Steam
1384620,Steam
1384670,Steam
1383760,Steam
1383770,Steam
1383780,Steam
1383830,Steam
1383850,Steam
1383880,Steam
1383920,Steam
1383930,Steam
1383960,Steam
1383970,Steam
1383990,Steam
1384000,Steam
1384010,Steam
1384020,Steam
1384030,Steam
1384090,Steam
1384110,Steam
1384130,Steam
1384170,Steam
1383250,Steam
1383270,Steam
1383280,Steam
1383290,Steam
1383340,Steam
1383370,Steam
1383400,Steam
1383410,Steam
1383450,Steam
1383480,Steam
1383490,Steam
1383500,Steam
1383510,Steam
1383580,Steam
1383620,Steam
1383630,Steam
1383640,Steam
1383650,Steam
1383670,Steam
1383680,Steam
1383690,Steam
1383720,Steam
1382860,Steam
1382870,Steam
1382890,Steam
1382910,Steam
1382920,Steam
1382980,Steam
1383010,Steam
1383020,Steam
1383030,Steam
1383040,Steam
1383050,Steam
1383060,Steam
1383120,Steam
1383160,Steam
1383170,Steam
1383200,Steam
1383220,Steam
1382450,Steam
1382490,Steam
1382530,Steam
1382630,Steam
1382670,Steam
1382710,Steam
1382730,Steam
1382770,Steam
1382790,Steam
1382800,Steam
1382840,Steam
1381980,Steam
1382020,Steam
1382070,Steam
2683490,Steam
1382160,Steam
1382180,Steam
1382190,Steam
1382200,Steam
1382310,Steam
1382320,Steam
1382370,Steam
1382380,Steam
1381460,Steam
1381500,Steam
1381530,Steam
1381590,Steam
1381610,Steam
1381630,Steam
1381640,Steam
1381650,Steam
1381690,Steam
1381720,Steam
1381770,Steam
1381850,Steam
1381880,Steam
1381030,Steam
1381070,Steam
1381130,Steam
1381150,Steam
1381200,Steam
1381260,Steam
1381270,Steam
1381280,Steam
1381290,Steam
1381360,Steam
1381370,Steam
