game_id,genres
2683110,Casual
2683110,Simulation
2683180,Indie
2683200,Action
2683200,Casual
2683200,Indie
2683210,Casual
2683210,Indie
2683210,Strategy
2683250,Strategy
2683300,Casual
2683300,Indie
2683300,Strategy
2683330,Casual
2683330,Indie
2683330,Role Playing
2675630,Casual
2675630,Indie
2675630,Simulation
2675640,Casual
2675640,Indie
2675640,Strategy
2675660,Adventure
2675660,Casual
2675660,Indie
2675800,Utilities
2675820,Action
2675820,Early Access
2675850,Casual
2675850,Indie
2674930,Casual
2674930,Indie
2674930,Strategy
2674990,Action
2674990,Casual
2674990,Indie
2674990,Role Playing
2674990,Early Access
2675070,Unclassified
2675300,Casual
2675300,Indie
2675300,Simulation
2675300,Strategy
2675350,Unclassified
2675390,Action
2675390,Adventure
2675390,Indie
2675400,Casual
2675400,Indie
2675400,Sports
2675410,Casual
2675410,Indie
2675420,Strategy
2675430,Unclassified
2674580,Action
2674580,Adventure
2674580,Casual
2674580,Simulation
2674590,Casual
2674590,Indie
2674590,Simulation
2674590,Strategy
2674720,Unclassified
2674760,Role Playing
2674150,Casual
2674150,Utilities
2682470,Action
2682470,Adventure
2682470,Casual
2682510,Casual
2682510,Indie
2682570,Casual
2682570,Indie
2682570,Simulation
2682570,Strategy
2682570,Free To Play
2682600,Action
2682600,Role Playing
2682600,Early Access
2682680,Casual
2682680,Indie
2682690,Adventure
2682690,Indie
2682800,Action
2682800,Adventure
2682800,Casual
2682800,Indie
2682800,Racing
2682800,Role Playing
2682800,Simulation
2682800,Sports
2682800,Strategy
2682810,Action
2682810,Adventure
2682810,Casual
2682810,Indie
2682810,Racing
2682810,Role Playing
2682810,Simulation
2682810,Sports
2682810,Strategy
2682820,Action
2682820,Adventure
2682820,Casual
2682820,Indie
2682820,Racing
2682820,Role Playing
2682820,Simulation
2682820,Sports
2682820,Strategy
2682910,Action
2682910,Indie
2682920,Unclassified
2682960,Action
2682960,Adventure
2682960,Indie
2682990,Unclassified
2681970,Unclassified
2681980,Casual
2681980,Indie
2681980,Strategy
2682120,Casual
2682120,Indie
2682120,Simulation
2837870,Indie
2837870,Role Playing
2682210,Action
2682210,Adventure
2682210,Indie
2682220,Adventure
2682220,Indie
2682350,Unclassified
2682370,Action
2682370,Early Access
2682460,Casual
2682460,Indie
2681490,Casual
2681490,Role Playing
2681500,Action
2681500,Casual
2681530,Casual
2681530,Indie
2681530,Racing
2681530,Simulation
2681590,Action
2681590,Indie
2681590,Simulation
2681640,Adventure
2681640,Casual
2681650,Casual
2681650,Indie
2681650,Simulation
2681660,Action
2681660,Casual
2681660,Racing
2681770,Adventure
2681770,Casual
2681770,Indie
2681770,Role Playing
2681770,Simulation
2681770,Strategy
2681890,Strategy
2681890,Free To Play
2681920,Casual
2681920,Indie
2681920,Role Playing
2681920,Strategy
2681950,Casual
2681950,Indie
2681950,Simulation
2681950,Strategy
2681950,Early Access
2680990,Unclassified
2681050,Strategy
2681060,Adventure
2681060,Indie
2681060,Role Playing
2681100,Adventure
2681100,Casual
2681100,Indie
2681100,Simulation
2681110,Action
2681110,Adventure
2681110,Indie
2681120,Action
2681120,Casual
2681120,Indie
2681140,Unclassified
2681180,Indie
2681220,Casual
2681220,Indie
2681230,Action
2681260,Action
2681260,Casual
2681260,Indie
2681260,Early Access
2681310,Casual
2681310,Indie
2681310,Simulation
2681340,Indie
2681340,Role Playing
2680520,Action
2680520,Adventure
2680520,Indie
2680610,Action
2680610,Adventure
2680610,Indie
2680610,Role Playing
2680610,Strategy
2680620,Unclassified
2680630,Unclassified
2680700,Simulation
2680700,Early Access
2680800,Casual
2680800,Indie
2680810,Indie
2680830,Casual
2680830,Indie
2680830,Role Playing
2680840,Action
2680840,Adventure
2680870,Casual
2679960,Action
2679960,Casual
2679960,Indie
2679960,Sports
2679980,Casual
2679980,Indie
2680040,Casual
2680040,Early Access
2680050,Indie
2680050,Simulation
2680080,Casual
2680080,Indie
2680190,Simulation
2680190,Strategy
2680200,Action
2680200,Adventure
2680200,Massively Multiplayer
2680200,Role Playing
2680250,Adventure
2680310,Casual
2680310,Indie
2680310,Simulation
2680330,Action
2680330,Adventure
2680330,Indie
2680330,Role Playing
2680370,Action
2680370,Casual
2680370,Indie
2680390,Casual
2680390,Strategy
2680400,Unclassified
2680410,Action
2680410,Casual
2680410,Indie
2680420,Adventure
2680420,Simulation
2679500,Casual
2679520,Action
2679520,Indie
2679520,Early Access
2679590,Action
2679590,Adventure
2679590,Casual
2679590,Indie
2679620,Adventure
2679620,Casual
2679620,Indie
2679640,Adventure
2679640,Indie
2679690,Action
2679690,Casual
2679690,Indie
2679700,Unclassified
2679740,Action
2679740,Adventure
2679740,Casual
2679740,Early Access
2679760,Adventure
2679760,Indie
2679780,Action
2679780,Adventure
2679780,Simulation
2679860,Casual
2679860,Indie
2679860,Role Playing
2679860,Simulation
2679860,Early Access
2679930,Unclassified
2678960,Casual
2678960,Indie
2678970,Adventure
2678970,Indie
2679060,Adventure
2679060,Casual
2679060,Indie
2679130,Action
2679130,Casual
2679130,Indie
2679140,Indie
2679140,Role Playing
2679190,Unclassified
2679200,Action
2679200,Casual
2679210,Action
2679210,Casual
2679210,Indie
2679210,Early Access
2679220,Action
2679220,Adventure
2679220,Indie
2679220,Role Playing
2679220,Early Access
2679260,Action
2679260,Adventure
2679260,Casual
2679260,Indie
2679270,Action
2679270,Casual
2679270,Indie
2679290,Unclassified
2679310,Adventure
2679310,Indie
2679310,Strategy
2679310,Early Access
2679340,Action
2679340,Indie
2679340,Early Access
2679350,Action
2679350,Adventure
2679350,Casual
2679350,Simulation
2679430,Action
2679430,Adventure
2679430,Indie
2678460,Action
2678460,Adventure
2678460,Role Playing
2678460,Early Access
2678480,Indie
2678480,Simulation
2678520,Casual
2678520,Indie
2678560,Action
2678560,Casual
2678560,Racing
2678560,Simulation
2678560,Sports
2678590,Casual
2678590,Role Playing
2678660,Action
2678660,Indie
2678700,Action
2678700,Casual
2678700,Sports
2678710,Action
2678710,Adventure
2678710,Indie
2678710,Early Access
2678760,Casual
2678760,Indie
2678760,Strategy
2678780,Unclassified
2678800,Action
2678800,Indie
2678910,Adventure
2678910,Casual
2678920,Unclassified
2678940,Adventure
2678940,Casual
2678940,Indie
2678940,Strategy
2678950,Adventure
2678950,Casual
2678950,Indie
2677950,Role Playing
2677950,Early Access
2677960,Casual
2677960,Indie
2677960,Simulation
2677960,Strategy
2678050,Adventure
2678050,Indie
2678060,Adventure
2678060,Indie
2678130,Adventure
2678130,Casual
2678130,Indie
2678130,Role Playing
2678140,Action
2678140,Indie
2678140,Strategy
2678180,Unclassified
2678230,Action
2678230,Adventure
2678230,Indie
2678230,Strategy
2678280,Casual
2678280,Indie
2678280,Simulation
2678280,Free To Play
2678290,Indie
2678350,Unclassified
2678410,Action
2678410,Adventure
2678410,Indie
2678410,Strategy
2678410,Early Access
2677460,Action
2677460,Casual
2677460,Indie
2677460,Racing
2677490,Casual
2677490,Indie
2677620,Action
2677620,Adventure
2677640,Action
2677640,Massively Multiplayer
2677640,Free To Play
2677650,Action
2677650,Indie
2677680,Action
2677680,Adventure
2677680,Indie
2677720,Casual
2674160,Action
2674160,Adventure
2674160,Indie
2674160,Strategy
2677750,Utilities
2677800,Adventure
2677890,Casual
2677910,Casual
2677920,Adventure
2677920,Casual
2677920,Strategy
2677930,Action
2677930,Adventure
2677930,Indie
2677940,Action
2677940,Adventure
2677940,Casual
2677940,Indie
2677940,Simulation
2676950,Adventure
2676950,Strategy
2676970,Adventure
2676970,Casual
2676980,Adventure
2677000,Action
2677000,Adventure
2677000,Indie
2677040,Casual
2677040,Indie
2677040,Role Playing
2677070,Unclassified
2677140,Casual
2677140,Indie
2677140,Strategy
2677160,Unclassified
2677230,Adventure
2677230,Casual
2677230,Indie
2677240,Casual
2677240,Indie
2677240,Early Access
2677280,Action
2677280,Adventure
2677280,Casual
2677280,Massively Multiplayer
2677280,Role Playing
2677280,Strategy
2677290,Action
2677290,Racing
2677290,Simulation
2677290,Sports
2677310,Indie
2677310,Simulation
2677310,Strategy
2677310,Early Access
2677350,Casual
2677350,Indie
2677350,Simulation
2677370,Adventure
2677370,Casual
2677370,Indie
2677400,Action
2677400,Adventure
2677400,Indie
2676470,Action
2676470,Indie
2676470,Strategy
2676520,Adventure
2676520,Casual
2676520,Indie
2676540,Action
2676540,Adventure
2676540,Indie
2676570,Unclassified
2676580,Adventure
2676580,Indie
2837880,Casual
2676700,Action
2676700,Adventure
2676700,Casual
2676700,Indie
2676750,Casual
2676750,Indie
2676750,Simulation
2676760,Action
2676760,Adventure
2676760,Indie
2676760,Role Playing
2676770,Action
2676770,Casual
2676770,Role Playing
2676770,Simulation
2676770,Sports
2676770,Free To Play
2676790,Action
2676790,Indie
2676790,Role Playing
2676790,Early Access
2676820,Massively Multiplayer
2676820,Simulation
2676820,Strategy
2676840,Adventure
2676840,Indie
2676850,Casual
2676860,Unclassified
2676910,Unclassified
2676920,Casual
2676000,Strategy
2676100,Adventure
2676100,Indie
2676180,Action
2676180,Adventure
2676180,Indie
2676210,Casual
2676210,Indie
2676210,Strategy
2674810,Free To Play
2674820,Unclassified
2674870,Action
2674870,Adventure
2674870,Indie
2674870,Massively Multiplayer
2674870,Simulation
2674870,Strategy
2674890,Unclassified
2673950,Action
2673950,Indie
2673990,Action
2673990,Casual
2673990,Indie
2674040,Casual
2674040,Indie
2674080,Indie
2674080,Early Access
2674120,Action
2674120,Adventure
2674130,Unclassified
2674140,Strategy
2674190,Casual
2674190,Indie
2674230,Role Playing
2674230,Early Access
2674240,Action
2674240,Adventure
2674240,Indie
2674300,Action
2674300,Adventure
2674300,Casual
2674300,Indie
2674370,Casual
2674370,Indie
2674380,Unclassified
2674420,Casual
2674420,Indie
2673430,Action
2673430,Indie
2673430,Massively Multiplayer
2673450,Action
2673450,Adventure
2673450,Indie
2673460,Simulation
2673460,Education
2673490,Adventure
2673490,Casual
2673490,Simulation
2673570,Casual
2673590,Racing
2673590,Sports
2673690,Casual
2673690,Strategy
2673700,Adventure
2673700,Indie
2673720,Indie
2673720,Simulation
2673730,Action
2673730,Indie
2673750,Action
2673750,Adventure
2673760,Simulation
2673760,Sports
2673860,Action
2673860,Indie
2672970,Adventure
2672970,Casual
2672990,Action
2672990,Adventure
2672990,Casual
2672990,Indie
2672990,Simulation
2672990,Strategy
2673000,Action
2673000,Indie
2673000,Racing
2673000,Sports
2673010,Action
2673010,Indie
2673010,Early Access
2673060,Action
2673060,Casual
2673060,Indie
2673060,Racing
2673060,Strategy
2673060,Early Access
2673070,Unclassified
2673160,Adventure
2673160,Casual
2673160,Indie
2673160,Role Playing
2673160,Early Access
2673170,Adventure
2673170,Indie
2673170,Role Playing
2673240,Action
2673240,Early Access
2673310,Action
2673310,Casual
2673310,Indie
2673310,Role Playing
2673380,Casual
2673380,Indie
2672500,Action
2672500,Adventure
2672500,Indie
2672500,Simulation
2672550,Action
2672550,Adventure
2672550,Indie
2672660,Casual
2672680,Casual
2672680,Indie
2672770,Casual
2672770,Indie
2672770,Strategy
2672780,Adventure
2672780,Casual
2672780,Indie
2672780,Strategy
2672790,Casual
2672880,Indie
2672880,Strategy
2672900,Adventure
2672900,Indie
2671970,Casual
2671970,Indie
2671970,Simulation
2671970,Strategy
2671990,Casual
2671990,Indie
2671990,Simulation
2672030,Adventure
2672030,Indie
2672030,Simulation
2672030,Early Access
2672050,Adventure
2672050,Indie
2672050,Role Playing
2672070,Indie
2672070,Early Access
2672090,Casual
2672090,Indie
2672110,Adventure
2672110,Casual
2672110,Indie
2672110,Simulation
2672130,Action
2672170,Action
2672170,Adventure
2672170,Casual
2672170,Indie
2672170,Massively Multiplayer
2672170,Free To Play
2672170,Early Access
2669730,Indie
2669730,Strategy
2669730,Early Access
2669760,Unclassified
2669820,Casual
2669820,Indie
2669820,Strategy
2669830,Action
2669830,Adventure
2669830,Casual
2669830,Role Playing
2669830,Strategy
2669830,Free To Play
2669830,Early Access
2669000,Casual
2669000,Indie
2672230,Action
2672230,Adventure
2672230,Casual
2672230,Indie
2672260,Adventure
2672260,Indie
2672260,Early Access
2672300,Adventure
2672300,Indie
2672350,Action
2672350,Casual
2672350,Indie
2671440,Casual
2671440,Indie
2671460,Casual
2671460,Indie
2671460,Simulation
2671460,Strategy
2671480,Action
2671480,Indie
2671480,Racing
2671480,Simulation
2671710,Adventure
2671710,Casual
2671710,Indie
2671710,Free To Play
2671730,Casual
2671730,Indie
2671730,Role Playing
2671730,Simulation
2671740,Indie
2671770,Action
2671770,Indie
2671770,Strategy
2671770,Early Access
2671780,Action
2671790,Action
2671790,Racing
2671800,Adventure
2671800,Indie
2671800,Simulation
2671800,Strategy
2671870,Unclassified
2671880,Action
2671880,Adventure
2671880,Casual
2671880,Strategy
2671880,Early Access
2670900,Action
2670900,Adventure
2670900,Casual
2670900,Indie
2670920,Adventure
2670920,Casual
2670920,Indie
2670940,Action
2670940,Casual
2670940,Indie
2670940,Racing
2670980,Casual
2671000,Unclassified
2671020,Adventure
2671020,Casual
2671020,Indie
2671020,Strategy
2671050,Casual
2671050,Early Access
2671110,Adventure
2671110,Casual
2671110,Indie
2671110,Simulation
2671200,Action
2671200,Indie
2669080,Adventure
2669080,Simulation
2669100,Adventure
2669100,Indie
2671310,Casual
2671310,Indie
2671310,Strategy
2671350,Action
2671350,Adventure
2671350,Indie
2670400,Casual
2670400,Indie
2670410,Unclassified
2670460,Casual
2670460,Indie
2670470,Adventure
2670470,Casual
2670470,Indie
2670520,Casual
2670520,Indie
2670550,Role Playing
2670580,Indie
2670670,Casual
2670700,Casual
2670700,Indie
2670700,Role Playing
2670720,Action
2670720,Adventure
2670720,Casual
2670720,Indie
2670720,Racing
2670720,Role Playing
2670720,Simulation
2670720,Strategy
2670730,Action
2670730,Adventure
2670730,Casual
2670730,Indie
2670730,Racing
2670730,Role Playing
2670730,Simulation
2670730,Sports
2670730,Strategy
2669120,Unclassified
2669160,Adventure
2669160,Role Playing
2669190,Unclassified
2669210,Action
2669210,Casual
2669210,Indie
2669240,Action
2669240,Casual
2669240,Indie
2668070,Action
2670740,Action
2670740,Adventure
2670740,Casual
2670740,Indie
2670740,Racing
2670740,Role Playing
2670740,Simulation
2670740,Sports
2670740,Strategy
2670770,Casual
2670800,Action
2670800,Casual
2670800,Indie
2670800,Racing
2670800,Simulation
2670800,Sports
2670860,Casual
2670890,Action
2670890,Casual
2670890,Indie
2669910,Casual
2669910,Indie
2669910,Strategy
2669960,Action
2669960,Indie
2669970,Action
2669970,Adventure
2669970,Casual
2670250,Action
2670260,Simulation
2670260,Early Access
2670280,Action
2670280,Indie
2670340,Casual
2670360,Adventure
2670360,Indie
2670370,Adventure
2670370,Role Playing
2670370,Simulation
2670370,Strategy
2669520,Casual
2669520,Indie
2669520,Strategy
2669520,Early Access
2669540,Action
2669540,Indie
2669540,Early Access
2669550,Action
2669550,Casual
2669550,Indie
2669550,Simulation
2669550,Strategy
2669560,Action
2669560,Casual
2669560,Indie
2669560,Sports
2669580,Indie
2669600,Action
2669600,Adventure
2669600,Indie
2669610,Action
2669610,Adventure
2669610,Indie
2669620,Action
2669620,Indie
2669620,Racing
2669660,Indie
2669680,Casual
2669680,Early Access
2669330,Casual
2669380,Action
2669380,Indie
2669380,Early Access
2669390,Action
2669390,Adventure
2669390,Indie
2669390,Strategy
2669390,Early Access
2668440,Action
2668440,Adventure
2668440,Casual
2668440,Indie
2668450,Action
2668450,Adventure
2668450,Indie
2668450,Strategy
2668460,Action
2668460,Adventure
2668460,Indie
2668470,Animation & Modeling
2668470,Audio Production
2668470,Design & Illustration
2668540,Action
2668540,Adventure
2668540,Indie
2668550,Unclassified
2668580,Action
2668580,Casual
2668630,Action
2668660,Casual
2668710,Casual
2668710,Strategy
2668760,Sports
2668770,Action
2668770,Indie
2668810,Casual
2668810,Indie
2668810,Simulation
2668840,Adventure
2668840,Role Playing
2668840,Strategy
2668870,Action
2668870,Casual
2668870,Indie
2668870,Early Access
2667920,Unclassified
2667970,Action
2667970,Adventure
2667970,Casual
2667970,Indie
2667970,Role Playing
2667970,Simulation
2667970,Sports
2667970,Strategy
2667970,Free To Play
2667980,Action
2667980,Adventure
2668020,Casual
2668090,Action
2668090,Adventure
2668090,Early Access
2668110,Action
2668110,Casual
2668110,Indie
2668130,Adventure
2668130,Indie
2668130,Role Playing
2668150,Action
2668150,Adventure
2668150,Indie
2668150,Role Playing
2668160,Casual
2668160,Role Playing
2668160,Simulation
2668170,Casual
2668170,Role Playing
2668170,Simulation
2668180,Indie
2668180,Massively Multiplayer
2668180,Racing
2668180,Simulation
2668180,Sports
2668230,Casual
2668230,Indie
2668240,Indie
2668240,Role Playing
2668240,Simulation
2668300,Action
2667410,Action
2667410,Adventure
2667410,Casual
2667410,Indie
2667410,Role Playing
2667410,Strategy
2667430,Action
2667430,Adventure
2667430,Indie
2667480,Casual
2667480,Indie
2667480,Strategy
2667500,Action
2667590,Adventure
2667590,Casual
2667590,Indie
2667600,Unclassified
2667670,Unclassified
2667680,Action
2667680,Casual
2667680,Indie
2667690,Adventure
2667690,Indie
2666570,Adventure
2666570,Indie
2666670,Unclassified
2666690,Unclassified
2665940,Action
2665940,Adventure
2665940,Indie
2665940,Early Access
2666020,Adventure
2666020,Indie
2666020,Role Playing
2666020,Early Access
2667750,Casual
2667750,Indie
2667760,Casual
2667760,Indie
2667760,Simulation
2667780,Adventure
2667780,Casual
2667780,Indie
2667780,Role Playing
2667790,Adventure
2667790,Casual
2667790,Indie
2667790,Strategy
2667880,Action
2667880,Indie
2667000,Adventure
2667010,Indie
2667080,Action
2667080,Indie
2667080,Role Playing
2667100,Action
2667100,Casual
2667100,Indie
2667160,Action
2667160,Casual
2667160,Indie
2667240,Action
2667270,Indie
2667270,Simulation
2667300,Indie
2667300,Simulation
2667300,Sports
2667350,Casual
2667350,Simulation
2667350,Animation & Modeling
2667380,Casual
2666390,Action
2666390,Adventure
2666390,Casual
2666390,Indie
2666390,Simulation
2666410,Casual
2666410,Indie
2666410,Early Access
2666440,Casual
2666440,Indie
2666490,Action
2666490,Adventure
2666490,Indie
2666520,Action
2666520,Adventure
2666520,Indie
2666530,Action
2666530,Adventure
2666530,Indie
2661400,Adventure
2661400,Casual
2666080,Adventure
2666080,Indie
2666080,Simulation
2666200,Casual
2666200,Role Playing
2666200,Simulation
2666250,Adventure
2666250,Casual
2666260,Casual
2666260,Indie
2666270,Adventure
2666270,Indie
2666270,Strategy
2666350,Action
2666350,Adventure
2666360,Casual
2666360,Indie
2666360,Strategy
2666370,Adventure
2666370,Indie
2665400,Action
2665400,Indie
2665400,Massively Multiplayer
2665490,Adventure
2665490,Indie
2665500,Casual
2665500,Simulation
2665500,Sports
2665500,Strategy
2665530,Action
2665530,Adventure
2665530,Casual
2665530,Indie
2665590,Casual
2665590,Indie
2665630,Casual
2665630,Indie
2665640,Action
2665640,Casual
2665640,Indie
2665640,Strategy
2665660,Casual
2665660,Indie
2665660,Early Access
2664890,Indie
2664910,Action
2664910,Adventure
2664910,Indie
2664920,Action
2664920,Indie
2664930,Adventure
2664950,Action
2664950,Adventure
2664950,Role Playing
2664990,Casual
2664990,Role Playing
2665010,Action
2665010,Casual
2665010,Strategy
2665030,Indie
2665030,Simulation
2665110,Indie
2665110,Simulation
2665110,Strategy
2665150,Casual
2665150,Indie
2665150,Simulation
2665150,Strategy
2665170,Action
2665170,Adventure
2665170,Casual
2665170,Indie
2665170,Role Playing
2665170,Simulation
2665180,Action
2665180,Adventure
2665180,Indie
2665180,Role Playing
2665380,Adventure
2665380,Casual
2665380,Simulation
2664390,Unclassified
2664410,Unclassified
2664460,Action
2664460,Adventure
2664540,Casual
2664540,Strategy
2664580,Unclassified
2664680,Adventure
2664680,Casual
2664720,Action
2664720,Indie
2664760,Action
2664760,Adventure
2664760,Casual
2664760,Indie
2664820,Indie
2664820,Role Playing
2664820,Strategy
2664850,Action
2664850,Indie
2663910,Adventure
2663910,Casual
2663910,Indie
2664000,Unclassified
2664050,Action
2664050,Indie
2664050,Strategy
2664190,Action
2664190,Adventure
2664190,Casual
2664190,Indie
2664190,Role Playing
2664200,Casual
2664200,Indie
2664200,Role Playing
2664200,Simulation
2664260,Adventure
2664260,Indie
2664280,Casual
2664280,Indie
2664280,Simulation
2664300,Action
2664300,Indie
2664330,Action
2664330,Indie
2664330,Role Playing
2664330,Simulation
2664330,Strategy
2664370,Casual
2664370,Indie
2663510,Casual
2663510,Indie
2663510,Strategy
2663520,Indie
2663520,Role Playing
2663600,Adventure
2663600,Casual
2663600,Indie
2663600,Role Playing
2663610,Unclassified
2663670,Action
2663670,Adventure
2663670,Indie
2663720,Action
2663720,Adventure
2663720,Indie
2663720,Simulation
2663730,Unclassified
2661410,Adventure
2661410,Casual
2661420,Adventure
2661420,Casual
2663780,Action
2663780,Adventure
2663780,Casual
2663780,Indie
2663780,Racing
2663780,Role Playing
2663780,Simulation
2663780,Sports
2663780,Strategy
2663790,Casual
2663790,Indie
2663790,Strategy
2663800,Action
2663800,Adventure
2663800,Casual
2663800,Indie
2663800,Early Access
2663830,Adventure
2663830,Strategy
2663870,Indie
2663100,Unclassified
2663110,Action
2663110,Indie
2663110,Role Playing
2663140,Adventure
2663140,Indie
2663140,Role Playing
2663140,Strategy
2663260,Action
2663260,Indie
2663270,Adventure
2663270,Indie
2663270,Strategy
2663300,Casual
2663310,Action
2663340,Unclassified
2663350,Role Playing
2663350,Strategy
2662590,Adventure
2662590,Strategy
2662720,Unclassified
2662740,Action
2662740,Adventure
2662740,Casual
2662740,Indie
2662740,Free To Play
2662810,Adventure
2662810,Casual
2662810,Indie
2662810,Role Playing
2661890,Action
2661890,Indie
2661900,Action
2661900,Adventure
2661900,Indie
2661920,Unclassified
2661930,Action
2661930,Adventure
2661930,Casual
2661930,Indie
2661940,Casual
2661940,Indie
2661940,Simulation
2661940,Strategy
2661950,Adventure
2661950,Indie
2661950,Role Playing
2661950,Strategy
2662080,Simulation
2662080,Strategy
2662200,Adventure
2662200,Casual
2662270,Action
2662270,Casual
2662270,Indie
2662280,Casual
2662280,Indie
2662280,Early Access
2661430,Casual
2661430,Indie
2661430,Simulation
2661470,Action
2661470,Adventure
2661470,Indie
2661520,Casual
2661520,Indie
2661520,Strategy
2661530,Casual
2661530,Indie
2661630,Action
2661630,Adventure
2661630,Casual
2661630,Indie
2661630,Role Playing
2661630,Simulation
2661630,Strategy
2661690,Action
2661690,Casual
2661690,Indie
2661690,Early Access
2661710,Unclassified
2661720,Casual
2661720,Simulation
2661750,Adventure
2661750,Casual
2661750,Indie
2661750,Role Playing
2661750,Simulation
2661750,Strategy
2661770,Casual
2661770,Indie
2661770,Strategy
2661780,Adventure
2661840,Unclassified
2660870,Casual
2660870,Indie
2660870,Strategy
2660930,Adventure
2660950,Indie
2660950,Role Playing
2660950,Simulation
2660950,Strategy
2660970,Action
2660970,Indie
2660970,Early Access
2660980,Action
2660980,Adventure
2660980,Indie
2660980,Early Access
2661040,Adventure
2661040,Indie
2661120,Indie
2661120,Simulation
2661120,Strategy
2661160,Action
2661160,Casual
2661160,Indie
2661160,Massively Multiplayer
2661160,Racing
2661160,Early Access
2661210,Casual
2661210,Indie
2661210,Simulation
2661210,Strategy
2661210,Early Access
2661290,Action
2661290,Indie
2660370,Adventure
2660370,Casual
2660370,Indie
2660390,Adventure
2660390,Casual
2660390,Indie
2660400,Action
2660400,Indie
2660480,Unclassified
2660500,Action
2660500,Adventure
2660500,Casual
2660500,Indie
2660500,Strategy
2660560,Action
2660560,Adventure
2660560,Casual
2660560,Indie
2660560,Role Playing
2660560,Simulation
2660560,Strategy
2660560,Early Access
2660570,Adventure
2660570,Indie
2660570,Simulation
2660570,Early Access
2660610,Adventure
2660610,Casual
2660610,Indie
2660610,Role Playing
2660610,Free To Play
2660650,Casual
2660700,Casual
2660700,Indie
2660710,Casual
2660710,Indie
2660750,Casual
2660750,Indie
2660760,Adventure
2660760,Indie
2660760,Role Playing
2660850,Casual
2660860,Racing
2660860,Strategy
2659870,Simulation
2659870,Strategy
2659900,Casual
2659900,Indie
2659900,Simulation
2659900,Strategy
2659910,Role Playing
2659960,Adventure
2659960,Indie
2659960,Role Playing
2659960,Simulation
2659970,Casual
2659970,Indie
2659970,Strategy
2660080,Unclassified
2660090,Unclassified
2660100,Casual
2660120,Action
2660120,Casual
2660120,Indie
2660130,Casual
2660130,Indie
2660170,Adventure
2660170,Casual
2660170,Strategy
2660300,Adventure
2660300,Casual
2660320,Racing
2660320,Simulation
2659480,Action
2659480,Casual
2659480,Indie
2659480,Role Playing
2659480,Strategy
2659480,Early Access
2659490,Unclassified
2659520,Casual
2659520,Indie
2659520,Design & Illustration
2659580,Action
2659580,Casual
2659580,Indie
2659700,Casual
2659710,Casual
2659710,Indie
2659710,Simulation
2659710,Strategy
2659710,Early Access
2659720,Adventure
2659720,Indie
2659720,Simulation
2659720,Free To Play
2659730,Casual
2659730,Indie
2659730,Simulation
2659750,Indie
2659750,Role Playing
2659750,Strategy
2659760,Strategy
2659830,Strategy
2658920,Adventure
2658920,Indie
2658920,Simulation
2658960,Action
2658960,Adventure
2658960,Indie
2658960,Role Playing
2658980,Action
2658980,Casual
2658980,Indie
2658980,Racing
2658990,Casual
2658990,Indie
2659020,Adventure
2659020,Casual
2659020,Indie
2659020,Simulation
2659150,Adventure
2659150,Indie
2659150,Simulation
2659190,Action
2659190,Indie
2659190,Role Playing
2659190,Strategy
2659220,Unclassified
2659230,Adventure
2659230,Simulation
2659340,Casual
2659340,Indie
2658340,Unclassified
2658450,Action
2658490,Indie
2658490,Role Playing
2658530,Unclassified
2658560,Action
2658590,Action
2658590,Casual
2658590,Indie
2658610,Unclassified
2658620,Action
2658620,Adventure
2658620,Casual
2658620,Indie
2658620,Role Playing
2658620,Simulation
2658620,Strategy
2658700,Unclassified
2658770,Adventure
2658780,Adventure
2658780,Casual
2658780,Indie
2658810,Action
2658810,Indie
2658820,Casual
2658820,Indie
2658820,Simulation
2658820,Strategy
2658840,Action
2658840,Casual
2658840,Indie
2658840,Racing
2658840,Sports
2658840,Early Access
2657840,Adventure
2657840,Casual
2657840,Indie
2657840,Role Playing
2657860,Action
2650750,Action
2650750,Casual
2650750,Indie
2657930,Adventure
2657930,Indie
2657930,Role Playing
2657930,Simulation
2657930,Early Access
2657970,Unclassified
2658010,Casual
2658030,Indie
2658030,Role Playing
2658030,Simulation
2658030,Strategy
2658120,Simulation
2658130,Action
2658130,Adventure
2658130,Role Playing
2658130,Early Access
2658140,Casual
2658140,Indie
2658140,Racing
2658180,Adventure
2658190,Unclassified
2658250,Casual
2658250,Role Playing
2658250,Strategy
2658260,Casual
2658260,Indie
2658260,Strategy
2658260,Free To Play
2658290,Casual
2658290,Indie
2657480,Action
2657480,Casual
2657480,Sports
2657510,Casual
2657510,Indie
2657540,Casual
2657540,Indie
2657540,Strategy
2657600,Action
2657600,Adventure
2657600,Indie
2657600,Simulation
2657610,Indie
2657610,Early Access
2657620,Action
2657620,Indie
2657620,Early Access
2657710,Casual
2657710,Indie
2657710,Role Playing
2657720,Adventure
2657720,Indie
2657720,Role Playing
2657730,Adventure
2657730,Indie
2657730,Role Playing
2657750,Action
2657750,Casual
2657750,Indie
2657810,Casual
2657810,Indie
2657810,Simulation
2656900,Casual
2656930,Action
2656930,Adventure
2656930,Casual
2656930,Indie
2656940,Unclassified
2656990,Strategy
2656990,Early Access
2657130,Casual
2657200,Unclassified
2657220,Action
2657220,Adventure
2657220,Indie
2657230,Action
2657230,Adventure
2657230,Indie
2657260,Casual
2657260,Indie
2656310,Indie
2656320,Indie
2656320,Simulation
2656320,Strategy
2656350,Casual
2656350,Indie
2656350,Simulation
2656360,Action
2656360,Adventure
2656400,Action
